ID_NEWLAND,Area(ha),D_Co2_T/ha,O_SOC_Tm/h,O_Tre_Tm/h,O_Co2_Tot,B_Co2_%,O_PBF_Tm/h,O_Liv_Tm/h,O_NPP_TOT,D_PBF_Tm/h,D_Liv_Tm/h,D_NPP_TOT,B_NPP_%,x_coord,y_coord
"8946","0.7781992780","114.201","0.024386874039968","0.000","0.019","0.000214","9.451821","0.000000","7.355400","3.071800","0.000","2.390470","3.0770","533313.4939","4745361.6420"
"8950","0.2484175080","114.201","0.026101549051990","0.000","0.007","0.000247","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","534994.3292","4745377.6620"
"8954","0.5283600860","114.201","0.023953189055125","0.000","0.013","0.000215","24.345897","0.000000","12.863400","3.071800","0.000","1.623020","7.9256","531963.1722","4745349.6140"
"8956","1.4192065810","114.201","0.028312340180079","0.000","0.040","0.000247","0.000000","1.283400","1.819968","0.000000","10.202","14.467000","0.1258","516136.2222","4745289.6050"
"8961","0.1494520190","114.201","0.026072940426162","0.000","0.004","0.000234","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","520838.4229","4745367.1730"
"8964","2.9609040870","114.201","0.026156005064646","0.000","0.077","0.000228","47.622785","0.000000","141.006500","3.071800","0.000","9.095310","15.5032","534898.4630","4745241.2500"
"8965","0.1021079560","114.201","0.028306642199512","32.025","3.273","0.280679","0.000000","1.853804","0.189136","0.000000","14.732","1.503000","0.1258","516228.2855","4745371.9510"
"8968","0.3574361550","114.201","0.025332205084222","0.000","0.009","0.000220","5.035305","0.000000","1.799800","3.071800","0.000","1.097970","1.6392","522405.3717","4745356.9960"
"8969","0.1158135970","114.201","0.027488136239421","0.000","0.003","0.000227","0.602693","0.000000","0.069800","3.071800","0.000","0.355760","0.1962","518151.6908","4745344.7960"
"8971","1.6273388960","114.201","0.026279072080340","0.000","0.043","0.000231","7.737786","0.000000","12.592000","3.071800","0.000","4.998860","2.5190","520411.1343","4745304.2540"
"8973","0.1606639190","114.201","0.027395173311234","0.000","0.004","0.000218","0.000000","0.000000","0.000000","3.071800","0.000","0.493530","0.0000","518567.8447","4745361.4100"
"8975","0.4626863780","114.201","0.025288708209991","0.000","0.012","0.000227","15.753868","0.000000","7.289100","3.071800","0.000","1.421280","5.1285","522512.0607","4745338.3400"
"8977","2.2651716850","114.201","0.025896827280521","0.000","0.059","0.000228","6.977264","0.000000","15.804700","3.071800","0.000","6.958150","2.2714","521341.7531","4745279.3270"
"8982","0.1408269440","114.201","0.028309511942481","0.000","0.004","0.000249","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516162.4588","4745362.9620"
"8983","1.5412988800","114.201","0.026051222880681","0.000","0.040","0.000227","7.678848","0.000000","11.835400","3.071800","0.000","4.734560","2.4998","520662.1531","4745302.1110"
"8986","0.1641005090","114.201","0.024004657102908","0.000","0.004","0.000213","6.380236","0.000000","1.047000","3.071800","0.000","0.504080","2.0771","532450.8197","4745355.8140"
"8987","0.1069982220","114.201","0.027501275924759","0.000","0.003","0.000246","0.000000","0.000000","0.000000","3.071800","0.000","0.328680","0.0000","518193.6387","4745351.9070"
"8988","3.1502584080","114.201","0.026432742050716","0.000","0.083","0.000231","18.663072","0.000000","58.793500","3.071800","0.000","9.676960","6.0756","536705.0160","4745233.7040"
"8990","0.3922980120","114.201","0.026083715859528","0.000","0.010","0.000223","6.923818","0.000000","2.716200","3.071800","0.000","1.205060","2.2540","520819.7416","4745317.1050"
"8991","0.4557507460","114.201","0.023949164313441","0.000","0.011","0.000211","7.657695","0.000000","3.490000","3.071800","0.000","1.399980","2.4929","532271.5560","4745324.5410"
"8995","0.1502335380","114.201","0.024562169393274","0.000","0.004","0.000233","28.970895","0.000000","4.352400","3.071800","0.000","0.461490","9.4312","533385.0310","4745347.0420"
"8996","0.2297162920","114.201","0.027457331852452","0.000","0.006","0.000229","0.000000","0.000000","0.000000","3.071800","0.000","0.705640","0.0000","518223.9343","4745342.5000"
"9000","0.1160251150","114.201","0.028297035045713","0.000","0.003","0.000226","0.000000","2.139002","0.247979","0.000000","17.001","1.971000","0.1258","516253.3260","4745335.4290"
"9003","0.8164981590","114.201","0.026127564907074","0.000","0.021","0.000225","49.476413","0.000000","40.397400","3.071800","0.000","2.508120","16.1066","534962.3815","4745286.5690"
"9004","0.5019448180","114.201","0.025928498903910","0.000","0.013","0.000227","1.314886","0.000000","0.660000","3.071800","0.000","1.541870","0.4281","521285.5240","4745300.6100"
"9005","0.9749610030","114.201","0.023965271711349","0.000","0.023","0.000207","7.875187","0.000000","7.678000","3.071800","0.000","2.994890","2.5637","532020.3393","4745297.1480"
"9006","0.5187463300","114.201","0.025695966482162","0.000","0.013","0.000219","32.656809","0.000000","16.940600","3.071800","0.000","1.593480","10.6312","534394.9308","4745324.5240"
"9008","1.6894847080","114.201","0.026065203348796","0.000","0.044","0.000228","2.595466","0.000000","4.385000","3.071800","0.000","5.189760","0.8449","520915.7442","4745260.3160"
"9009","0.2622607990","114.201","0.024625288540057","0.000","0.007","0.000234","10.959320","0.000000","2.874200","3.071800","0.000","0.805610","3.5677","533434.3536","4745337.6590"
"9010","27.6123820900","114.201","0.026663410727467","0.000","0.736","0.000233","0.947524","0.000000","26.163400","3.071800","0.000","84.819720","0.3085","519216.8938","4745106.8020"
"9014","0.1418009310","114.201","0.027380066088165","0.000","0.004","0.000247","0.492239","0.000000","0.069800","3.071800","0.000","0.435580","0.1602","518389.5939","4745344.2150"
"9015","0.5414867160","114.201","0.025810662508011","0.000","0.014","0.000226","5.671792","0.000000","3.071200","3.071800","0.000","1.663340","1.8464","521913.5359","4745328.3320"
"9016","2.6080767950","114.201","0.026637637615204","0.391","1.090","0.003660","7.359829","0.000000","19.195000","3.071800","0.000","8.011490","2.3959","519676.8039","4745228.9860"
"9019","0.3357235380","114.201","0.025318090175047","0.000","0.009","0.000235","26.008900","0.000000","8.731800","3.071800","0.000","1.031280","8.4670","522450.5598","4745314.2870"
"9020","2.3234638440","114.201","0.028029922544956","0.000","0.065","0.000245","7.810752","0.000000","18.148000","3.071800","0.000","7.137220","2.5427","516679.6920","4745218.7360"
"9021","0.4783002640","114.201","0.025075048208237","0.000","0.012","0.000220","29.089258","0.000000","13.913400","3.071800","0.000","1.469240","9.4698","533810.5427","4745316.7060"
"9023","1.8150035160","114.201","0.023950721536364","0.000","0.044","0.000212","9.201525","0.000000","16.700800","3.071800","0.000","5.575330","2.9955","532158.7009","4745287.6530"
"9026","0.9467137270","114.201","0.026544576287270","9.454","8.975","0.083013","27.453283","0.000000","25.990400","3.071800","0.000","2.908120","8.9372","535552.7968","4745240.1050"
"9028","1.2814781970","114.201","0.026393724282583","0.000","0.034","0.000232","9.407885","0.000000","12.056000","3.071800","0.000","3.936440","3.0627","535271.9798","4745279.0630"
"9031","0.3312789440","114.201","0.026190271377563","0.000","0.009","0.000238","47.302131","0.000000","15.670200","3.071800","0.000","1.017620","15.3989","535000.6476","4745270.7350"
"9032","1.7377763670","114.201","0.028185961842537","0.000","0.049","0.000247","7.664853","0.000000","13.319800","3.071800","0.000","5.338100","2.4952","516592.8776","4745211.1460"
"9035","0.1275690340","114.201","0.028193352645182","0.000","0.004","0.000275","8.754476","0.000000","1.116800","3.071800","0.000","0.391870","2.8499","516622.5471","4745239.8770"
"9043","0.4815270600","114.201","0.024134752750397","0.000","0.012","0.000218","13.205073","0.000000","6.358600","3.071800","0.000","1.479150","4.2988","532376.5315","4745313.2050"
"9044","0.3480666750","114.201","0.028281878232956","0.000","0.010","0.000252","0.802145","0.000000","0.279200","3.071800","0.000","1.069190","0.2611","516381.0372","4745309.8980"
"9045","0.7684452030","114.201","0.027576830387115","0.000","0.021","0.000239","34.308757","0.000000","26.364400","3.071800","0.000","2.360510","11.1689","517741.2717","4745283.8970"
"9046","1.3588057950","114.201","0.028251200517019","0.000","0.038","0.000245","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516510.4449","4745250.7410"
"9047","0.1247008850","114.201","0.025991071281271","0.000","0.003","0.000211","12.426536","0.000000","1.549600","3.071800","0.000","0.383060","4.0453","521213.9531","4745288.0850"
"9049","0.1076136580","114.201","0.025342103504330","0.000","0.003","0.000244","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","522389.4061","4745327.4910"
"9053","0.2858007810","114.201","0.028416174650192","0.000","0.008","0.000245","0.000000","0.712999","0.203614","0.000000","5.666","1.618000","0.1258","515870.4839","4745296.2890"
"9055","0.1456073720","114.201","0.027883512091998","0.000","0.004","0.000241","7.149363","0.000000","1.041000","3.071800","0.000","0.447280","2.3274","516750.5695","4745230.9140"
"9056","1.7359277990","114.201","0.027853787243366","0.000","0.048","0.000242","8.001600","0.000000","13.890200","3.071800","0.000","5.332420","2.6049","516793.1727","4745228.8460"
"9059","0.4975920750","114.201","0.025177479982376","0.000","0.013","0.000229","13.770316","0.000000","6.852000","3.071800","0.000","1.528500","4.4828","533896.5767","4745293.8360"
"9060","2.1070025650","114.201","0.026458275318146","0.807","1.756","0.007298","23.123465","0.000000","48.721200","3.071800","0.000","6.472290","7.5277","535611.1825","4745204.8870"
"9061","0.2720733750","114.201","0.024977882050660","0.000","0.007","0.000225","5.527185","0.000000","1.503800","3.071800","0.000","0.835750","1.7993","533745.3812","4745306.0170"
"9062","0.4791789630","114.201","0.025996835231781","0.000","0.013","0.000238","19.754623","0.000000","9.466000","3.071800","0.000","1.471940","6.4310","521241.5218","4745224.7170"
"9063","1.0894257350","114.201","0.027086305022240","0.000","0.030","0.000241","7.298524","0.000000","7.951200","3.071800","0.000","3.346500","2.3760","518715.8817","4745253.8780"
"9067","0.1537562240","114.201","0.027228175539588","0.000","0.004","0.000228","8.625342","0.000000","1.326200","3.071800","0.000","0.472310","2.8079","518710.7357","4745309.3050"
"9072","0.3992458080","114.201","0.026418667634328","0.000","0.011","0.000241","0.000000","0.000000","0.000000","3.071800","0.000","1.226400","0.0000","536112.7652","4745280.4840"
"9074","0.3110603250","114.201","0.025299228429794","0.000","0.008","0.000225","29.118146","0.000000","9.057500","3.071800","0.000","0.955520","9.4791","522489.9538","4745284.9950"
"9077","0.9295338940","114.201","0.028445097208023","0.000","0.026","0.000245","0.000000","0.998200","0.927128","0.000000","7.935","7.370000","0.1258","515419.5601","4745264.2580"
"9078","1.3078889550","114.201","0.026478647708893","0.000","0.035","0.000234","15.878642","0.000000","20.767500","3.071800","0.000","4.017570","5.1692","536807.1230","4745198.0440"
"9079","0.3371415150","114.201","0.025284295313298","0.000","0.009","0.000234","2.490349","0.000000","0.839600","3.071800","0.000","1.035630","0.8107","522542.7733","4745275.1460"
"9081","1.3505979460","114.201","0.028706077337265","0.000","0.039","0.000253","0.000000","1.853800","2.501748","0.000000","14.736","19.886000","0.1258","514893.8452","4745201.6440"
"9082","0.1791947870","114.201","0.027843450819536","0.000","0.005","0.000244","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516849.6343","4745206.7270"
"9087","1.0800893810","114.201","0.027845758199692","0.000","0.030","0.000243","8.238948","0.000000","8.898800","3.071800","0.000","3.317820","2.6821","516886.4922","4745226.2260"
"9091","2.7348329100","114.201","0.025025213631717","0.000","0.068","0.000218","20.446441","0.000000","55.917600","3.071800","0.000","8.400860","6.6562","533623.3923","4745174.8130"
"9093","2.0994602210","114.201","0.024929640293121","0.000","0.052","0.000217","43.293795","0.000000","90.893600","3.071800","0.000","6.449120","14.0940","533501.1559","4745215.2760"
"9096","0.6404845110","114.201","0.028319592532729","0.000","0.018","0.000246","0.000000","0.998200","0.638825","0.000000","7.935","5.078000","0.1258","515667.2046","4745264.0860"
"9099","0.2356977600","114.201","0.024767198051958","0.000","0.006","0.000223","26.625624","0.000000","6.275600","3.071800","0.000","0.724020","8.6677","533430.1927","4745250.9190"
"9100","0.2984403110","114.201","0.024656703410527","0.000","0.007","0.000205","11.501797","0.000000","3.432600","3.071800","0.000","0.916750","3.7443","533404.5971","4745265.9210"
"9101","3.4954577850","114.201","0.026103552023570","0.000","0.091","0.000228","7.788279","0.000000","27.223600","3.071800","0.000","10.737350","2.5354","520762.7272","4745172.9710"
"9103","0.2835295390","114.201","0.024486743375526","0.000","0.007","0.000216","14.724392","0.000000","4.174800","3.071800","0.000","0.870950","4.7934","533357.6294","4745283.4100"
"9104","1.8306884870","114.201","0.026055764811380","0.000","0.048","0.000230","7.585780","0.000000","13.887200","3.071800","0.000","5.623510","2.4695","520514.6813","4745207.1150"
"9106","0.5124106280","114.201","0.026406096220016","0.000","0.014","0.000239","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","536918.6799","4745252.2790"
"9107","0.2629519750","114.201","0.027705752849579","0.000","0.007","0.000233","7.110044","0.000000","1.869600","3.071800","0.000","0.807740","2.3146","517280.4640","4745221.1620"
"9109","2.9737102430","114.201","0.027646370198992","0.000","0.082","0.000241","7.870975","0.000000","23.406000","3.071800","0.000","9.134640","2.5623","517389.4418","4745177.5260"
"9110","0.2219747220","114.201","0.025896081537539","0.000","0.006","0.000237","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","521668.9753","4745270.5390"
"9112","2.0596228500","114.201","0.024455546438694","0.000","0.050","0.000213","11.442095","0.000000","23.566400","3.071800","0.000","6.326750","3.7249","533256.3474","4745236.0280"
"9113","0.2726720260","114.201","0.024377076625824","0.000","0.007","0.000225","21.097140","0.000000","5.752600","3.071800","0.000","0.837590","6.8680","533078.6578","4745278.6080"
"9117","0.4010050750","114.201","0.024979828596115","0.000","0.010","0.000218","14.509043","0.000000","5.818200","3.071800","0.000","1.231810","4.7233","533682.2406","4745260.4730"
"9123","0.1725458330","114.201","0.025098967589508","0.000","0.004","0.000203","10.245394","0.000000","1.767800","3.071800","0.000","0.530030","3.3353","533820.8133","4745275.6110"
"9124","0.6208188980","114.201","0.028721174001694","0.000","0.018","0.000254","0.000000","2.424201","1.503782","0.000000","19.269","11.953000","0.1258","514769.1129","4745194.1740"
"9125","0.1072238020","114.201","0.025628771347733","0.000","0.003","0.000245","0.000000","0.000000","0.000000","3.071800","0.000","0.329370","0.0000","521909.8259","4745281.4240"
"9132","0.7909144380","114.201","0.025252703030904","0.000","0.020","0.000221","0.665812","0.000000","0.526600","3.071800","0.000","2.429530","0.2167","522606.0203","4745231.4910"
"9133","0.3517526400","114.201","0.026427367288528","0.000","0.009","0.000224","17.964897","0.000000","6.319200","3.071800","0.000","1.080510","5.8483","536049.3371","4745252.2970"
"9134","4.9336884450","114.201","0.025934127380973","0.000","0.128","0.000227","4.267679","0.000000","21.055400","3.071800","0.000","15.155300","1.3893","521670.8935","4745183.6170"
"9136","0.1258096120","114.201","0.025630039904713","0.000","0.003","0.000209","47.732442","0.000000","6.005200","3.071800","0.000","0.386460","15.5390","534266.9497","4745282.0720"
"9137","0.3537838960","114.201","0.028266643152855","0.000","0.010","0.000248","6.116163","0.000000","2.163800","3.071800","0.000","1.086750","1.9911","516406.7475","4745260.8540"
"9138","3.2432861960","114.201","0.025935023014362","0.000","0.084","0.000227","12.623924","0.000000","40.943000","3.071800","0.000","9.962730","4.1096","534568.4801","4745207.2450"
"9143","0.2277031830","114.201","0.025547894252957","108.211","24.646","0.947777","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","521968.0830","4745201.2920"
"9145","1.8132519730","114.201","0.025687217712402","0.000","0.047","0.000227","41.285382","0.000000","74.860800","3.071800","0.000","5.569950","13.4401","534294.6332","4745250.8810"
"9146","3.0007773340","114.201","0.026471939285596","0.110","0.409","0.001193","48.414922","0.000000","145.282400","3.071800","0.000","9.217790","15.7611","535718.7881","4745160.4790"
"9147","0.4552069780","114.201","0.027284910678864","0.000","0.012","0.000231","8.664191","0.000000","3.944000","3.071800","0.000","1.398300","2.8206","518577.1840","4745229.0750"
"9148","2.5172461930","114.201","0.026436280770735","0.000","0.067","0.000233","12.165914","0.000000","30.624600","3.071800","0.000","7.732480","3.9605","536520.6532","4745197.5790"
"9149","1.9092790390","114.201","0.024315405951606","0.000","0.046","0.000211","22.347179","0.000000","42.667000","3.071800","0.000","5.864920","7.2750","532971.9634","4745169.1190"
"9150","1.8105803080","114.201","0.027545202970505","0.000","0.050","0.000242","0.191099","0.000000","0.346000","3.071800","0.000","5.561740","0.0622","517670.5750","4745174.9620"
"9156","4.0542201990","114.201","0.026565955430269","0.252","1.128","0.002436","7.875991","0.000000","31.931000","3.071800","0.000","12.453750","2.5640","519573.3829","4744989.7390"
"9159","0.1959754380","114.201","0.025904242992401","0.000","0.005","0.000223","4.925107","0.000000","0.965200","3.071800","0.000","0.602000","1.6033","521576.1826","4745255.0790"
"9163","0.3269977590","114.201","0.024179629087448","0.000","0.008","0.000214","5.587806","0.000000","1.827200","3.071800","0.000","1.004470","1.8191","532790.4178","4745233.7120"
"9164","2.3226823930","114.201","0.026351664861043","0.000","0.061","0.000230","7.182988","0.000000","16.683800","3.071800","0.000","7.134820","2.3384","520359.8065","4745156.2600"
"9167","1.2254434460","114.201","0.025318131446838","0.000","0.031","0.000222","8.536828","0.000000","10.461400","3.071800","0.000","3.764320","2.7791","533998.6768","4745237.0230"
"9174","0.7811832640","114.201","0.027833651701609","0.000","0.022","0.000247","41.766896","0.000000","32.627600","3.071800","0.000","2.399640","13.5969","517009.9235","4745228.9120"
"9175","0.3031491720","114.201","0.025039904687901","0.000","0.008","0.000231","36.784531","0.000000","11.151200","3.071800","0.000","0.931210","11.9750","533746.7771","4745228.5210"
"9176","0.4914062240","114.201","0.025563184022903","0.000","0.013","0.000232","5.817590","0.000000","2.858800","3.071800","0.000","1.509500","1.8939","521920.5102","4745243.8080"
"9180","0.4271324030","114.201","0.024185425043106","0.000","0.010","0.000205","17.224167","0.000000","7.357000","3.071800","0.000","1.312070","5.6072","532424.3738","4745226.7640"
"9182","0.1733284020","114.201","0.024126875399124","0.000","0.004","0.000202","7.450597","0.000000","1.291400","3.071800","0.000","0.532430","2.4255","532579.4850","4745242.9120"
"9185","0.1849543940","114.201","0.027291453677270","0.000","0.005","0.000237","12.064596","0.000000","2.231400","3.071800","0.000","0.568140","3.9276","518394.9894","4745238.8540"
"9186","0.9966369550","114.201","0.025356560349464","0.000","0.025","0.000220","6.082857","0.000000","6.062400","3.071800","0.000","3.061470","1.9802","522383.4482","4745170.6520"
"9187","1.3301233820","114.201","0.028275192181269","0.000","0.038","0.000250","0.000000","1.283400","1.705725","0.000000","10.201","13.558000","0.1258","516204.6878","4745211.9430"
"9188","1.8791356830","114.201","0.024132275978724","0.000","0.045","0.000210","69.681929","0.000000","130.941800","3.071800","0.000","5.772330","22.6844","532323.6121","4745185.0340"
"9190","0.9566750570","114.201","0.024202990531921","0.000","0.023","0.000211","10.194475","0.000000","9.752800","3.071800","0.000","2.938710","3.3187","532523.4721","4745191.8530"
"9193","0.9276175750","114.201","0.028612250487010","0.000","0.027","0.000255","0.000000","1.283400","1.189561","0.000000","10.202","9.456000","0.1258","515186.1301","4745115.7910"
"9194","1.2620433790","114.201","0.025322568893433","0.000","0.032","0.000222","11.555546","0.000000","14.583600","3.071800","0.000","3.876740","3.7618","522455.9586","4745153.3820"
"9195","0.7998022120","114.201","0.026409614880880","0.000","0.021","0.000230","26.558816","0.000000","21.241800","3.071800","0.000","2.456830","8.6460","537019.6904","4745183.6930"
"9196","0.1406363070","114.201","0.027766389789904","0.000","0.004","0.000249","0.093859","0.000000","0.013200","3.071800","0.000","0.432010","0.0306","517099.7415","4745230.8770"
"9198","0.2099494380","114.201","0.025068271303130","0.000","0.005","0.000209","49.427139","0.000000","10.377200","3.071800","0.000","0.644920","16.0907","533789.6451","4745223.1230"
"9202","2.2413321890","114.201","0.026486245095730","0.000","0.059","0.000231","82.194420","0.000000","184.225000","3.071800","0.000","6.884920","26.7578","535251.8497","4745147.8310"
"9206","0.1178383080","114.201","0.028260397686910","0.000","0.003","0.000223","0.000000","0.000000","0.000000","3.071800","0.000","0.361980","0.0000","516361.9090","4745222.8910"
"9209","0.1062365860","114.201","0.025527376490581","231.935","24.643","2.031240","0.000000","0.000000","0.000000","3.071800","0.000","0.326340","0.0000","522011.5245","4745223.7580"
"9215","0.5353464980","114.201","0.027509636878967","0.000","0.015","0.000245","5.340093","0.000000","2.858800","3.071800","0.000","1.644480","1.7384","517930.7951","4745202.9660"
"9216","2.0701757740","114.201","0.026951321601868","0.000","0.056","0.000237","12.879196","0.000000","26.662200","3.071800","0.000","6.359170","4.1927","518648.4757","4745128.2070"
"9218","0.2976063340","114.201","0.026458171907209","0.000","0.008","0.000235","7.163826","0.000000","2.132000","3.071800","0.000","0.914190","2.3321","535940.5587","4745205.5670"
"9219","0.4895596980","114.201","0.025582257509232","0.000","0.013","0.000233","11.556507","0.000000","5.657600","3.071800","0.000","1.503830","3.7621","521905.9729","4745191.5380"
"9222","0.3078895690","114.201","0.028248413063383","0.000","0.009","0.000256","4.760798","0.000000","1.465800","3.071800","0.000","0.945780","1.5498","516439.6434","4745206.9370"
"9223","0.1271318370","114.201","0.027434968662438","0.000","0.004","0.000276","0.000000","0.000000","0.000000","3.071800","0.000","0.390520","0.0000","517975.8207","4745213.6300"
"9225","0.7837203490","114.201","0.026111952066422","0.000","0.021","0.000235","19.462682","0.000000","15.253300","3.071800","0.000","2.407430","6.3359","534682.6528","4745119.3030"
"9227","1.1378495870","114.201","0.026498672366142","0.000","0.030","0.000231","5.433231","0.000000","6.182200","3.071800","0.000","3.495250","1.7687","519994.5235","4745150.3280"
"9229","11.7698465500","114.201","0.026552771456698","0.000","0.313","0.000233","27.995641","0.000000","329.504400","3.071800","0.000","36.154610","9.1138","537097.2848","4744904.6900"
"9230","0.6852221380","114.201","0.026027948061625","0.000","0.018","0.000230","25.177821","0.000000","17.252400","3.071800","0.000","2.104870","8.1964","521131.0554","4745152.5530"
"9233","1.9314735300","114.201","0.024237555861473","0.000","0.047","0.000213","36.167413","0.000000","69.856400","3.071800","0.000","5.933100","11.7740","532655.0880","4745154.8140"
"9234","0.5010653340","114.201","0.028245000839233","0.000","0.014","0.000245","0.000000","1.853801","0.928139","0.000000","14.736","7.378000","0.1258","515670.7627","4745199.0700"
"9236","0.1638257610","114.201","0.028648225502131","0.000","0.005","0.000267","0.000000","0.998200","0.163400","0.000000","7.936","1.299000","0.1258","515120.0395","4745193.7210"
"9237","2.3828962780","114.201","0.026446614000532","0.000","0.063","0.000232","9.982306","0.000000","23.786800","3.071800","0.000","7.319780","3.2497","536348.6673","4745139.3020"
"9238","0.1039705540","114.201","0.025252042832101","0.000","0.003","0.000253","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","522612.1544","4745187.2530"
"9241","1.5571338490","114.201","0.025381515026093","0.000","0.040","0.000225","13.607693","0.000000","21.189000","3.071800","0.000","4.783200","4.4299","533942.0683","4745168.5150"
"9246","2.8577843170","114.201","0.027389213171872","0.000","0.078","0.000239","7.791421","0.000000","22.266200","3.071800","0.000","8.778540","2.5364","517750.0297","4745088.6130"
"9248","0.1166039710","114.201","0.025887121080515","0.000","0.003","0.000225","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","521413.1293","4745212.0650"
"9249","0.1970916980","114.201","0.027279354266344","0.000","0.005","0.000222","10.328187","0.000000","2.035600","3.071800","0.000","0.605430","3.3622","518161.2139","4745204.3300"
"9251","0.3032169900","114.201","0.028682301044464","0.000","0.009","0.000260","0.000000","1.283398","0.388839","0.000000","10.202","3.091000","0.1258","514967.1996","4745173.8370"
"9252","2.5502320340","114.201","0.027065595280040","0.000","0.069","0.000237","8.061776","0.000000","20.559400","3.071800","0.000","7.833800","2.6244","518505.2942","4745100.8370"
"9253","0.1016268680","114.201","0.025592223294069","0.000","0.003","0.000258","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","521877.5354","4745208.3880"
"9255","0.4209722510","114.201","0.025869723558426","0.000","0.011","0.000229","7.958719","0.000000","3.350400","3.071800","0.000","1.293140","2.5909","521486.1941","4745192.4060"
"9257","0.1244995470","114.201","0.027351174993187","0.000","0.003","0.000211","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","518021.7145","4745203.3510"
"9258","0.1645570850","114.201","0.027198304074749","0.000","0.005","0.000266","26.680103","0.000000","4.390400","3.071800","0.000","0.505490","8.6854","518361.7196","4745197.4770"
"9259","0.1795690770","114.201","0.024527288935543","0.000","0.004","0.000195","16.040624","0.000000","2.880400","3.071800","0.000","0.551600","5.2219","533153.6053","4745205.2360"
"9262","2.2238843910","114.201","0.025919951597850","0.000","0.058","0.000228","8.112112","0.000000","18.040400","3.071800","0.000","6.831330","2.6408","521375.3109","4745125.2920"
"9263","0.5508789600","114.201","0.023981879949570","0.000","0.013","0.000207","7.740357","0.000000","4.264000","3.071800","0.000","1.692190","2.5198","532189.6114","4745178.8970"
"9265","0.4911319300","114.201","0.028232922554016","0.000","0.014","0.000250","4.968115","0.000000","2.440000","3.071800","0.000","1.508660","1.6173","516393.1003","4745147.4270"
"9266","0.4393949060","114.201","0.025286445692777","0.000","0.011","0.000219","51.978755","0.000000","22.839200","3.071800","0.000","1.349730","16.9213","533794.4510","4745164.0470"
"9268","0.1248548050","114.201","0.026447869821724","0.000","0.003","0.000210","37.009389","0.000000","4.620800","3.071800","0.000","0.383530","12.0481","536854.8603","4745165.4900"
"9270","0.5481022250","114.201","0.026501258214315","1.295","0.724","0.011567","47.006195","0.000000","25.764200","3.071800","0.000","1.683660","15.3025","535787.2288","4745112.1720"
"9273","4.5488344820","114.201","0.025312736034393","5.417","24.755","0.047653","7.081374","0.000000","32.212000","3.071800","0.000","13.973110","2.3053","522261.6454","4745051.9130"
"9279","0.4363153150","114.201","0.026539905499515","0.000","0.012","0.000241","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","536899.6704","4745083.7930"
"9281","0.5706079090","114.201","0.027147209644318","0.000","0.016","0.000246","7.461866","0.000000","4.257800","3.071800","0.000","1.752790","2.4292","518404.6878","4745153.0070"
"9282","0.2446248800","114.201","0.026128653917591","0.000","0.006","0.000215","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","520832.0902","4745118.1890"
"9284","1.1935069560","114.201","0.027640604496002","0.000","0.033","0.000242","9.241169","0.000000","11.029400","3.071800","0.000","3.666210","3.0084","517328.7846","4745097.6060"
"9286","0.1767050380","114.201","0.024577989740072","0.000","0.004","0.000198","30.806139","0.000000","5.443600","3.071800","0.000","0.542800","10.0287","533265.2670","4745167.7670"
"9287","1.1430744170","114.201","0.024244790554047","0.000","0.028","0.000214","7.687863","0.000000","8.787800","3.071800","0.000","3.511300","2.5027","532860.9685","4745144.7930"
"9288","2.6236717390","114.201","0.027265882125268","0.000","0.072","0.000240","9.047206","0.000000","23.736900","3.071800","0.000","8.059390","2.9452","518038.1351","4745080.6870"
"9289","0.9298820800","114.201","0.024592146873474","0.000","0.023","0.000217","15.856634","0.000000","14.744800","3.071800","0.000","2.856410","5.1620","533118.5430","4745143.9900"
"9290","0.2947431440","114.201","0.024223820975346","0.000","0.007","0.000208","8.289930","0.000000","2.443400","3.071800","0.000","0.905390","2.6987","532561.7476","4745153.3680"
"9291","0.1311685450","114.201","0.026520666942694","16.620","2.184","0.145794","2.660699","0.000000","0.349000","3.071800","0.000","0.402920","0.8662","519720.4578","4745118.4920"
"9293","3.2452237870","114.201","0.024876004656156","0.000","0.081","0.000219","7.907128","0.000000","25.660400","3.071800","0.000","9.968680","2.5741","533384.3247","4745073.2550"
"9294","1.8455118290","114.201","0.026083259284496","0.000","0.048","0.000228","7.223904","0.000000","13.331800","3.071800","0.000","5.669040","2.3517","520601.5700","4745106.2900"
