ID_NEWLAND,Area(ha),D_Co2_T/ha,O_SOC_Tm/h,O_Tre_Tm/h,O_Co2_Tot,B_Co2_%,O_PBF_Tm/h,O_Liv_Tm/h,O_NPP_TOT,D_PBF_Tm/h,D_Liv_Tm/h,D_NPP_TOT,B_NPP_%,x_coord,y_coord
"7422","0.3095670980","114.201","0.027492860555649","0.000","0.009","0.000255","8.107451","0.000000","2.509800","3.071800","0.000","0.950930","2.6393","520126.5018","4746690.3120"
"7423","0.2308917070","114.201","0.030638798371623","0.000","0.007","0.000265","0.000000","1.283399","0.296089","0.000000","10.203","2.354000","0.1258","512363.1428","4746704.7220"
"7424","0.1385448640","114.201","0.027329645035858","0.000","0.004","0.000253","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","520166.8070","4746652.1490"
"7425","0.1180543780","114.201","0.024816988023191","0.000","0.003","0.000223","8.330060","0.000000","0.983400","3.071800","0.000","0.362640","2.7118","523296.5500","4746713.4840"
"7426","0.5309520790","114.201","0.024546035528183","0.000","0.013","0.000214","26.866455","0.000000","14.264800","3.071800","0.000","1.630980","8.7462","533221.0435","4746696.0550"
"7427","3.1722228350","114.201","0.029005152980487","0.000","0.092","0.000254","3.748665","0.000000","11.891600","3.071800","0.000","9.744430","1.2203","519146.7522","4746660.5150"
"7430","1.4102689540","114.201","0.024870564142863","0.014","0.055","0.000342","8.142702","0.000000","11.483400","3.071800","0.000","4.332060","2.6508","524195.1955","4746679.1220"
"7432","0.4609488170","114.201","0.029214636790646","0.000","0.014","0.000266","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","517780.2349","4746657.3830"
"7433","0.7532659630","114.201","0.030503091812134","0.000","0.023","0.000267","0.000000","0.998200","0.751312","0.000000","7.934","5.972000","0.1258","513547.6117","4746636.3800"
"7434","0.1094356040","114.201","0.030374267027647","16.174","1.773","0.141863","0.000000","1.568603","0.171528","0.000000","12.464","1.363000","0.1258","514827.1674","4746718.3370"
"7435","2.9884422930","114.201","0.024888287674297","0.000","0.074","0.000217","8.619139","0.000000","25.757800","3.071800","0.000","9.179900","2.8059","523824.2565","4746629.5800"
"7436","0.3132865620","114.201","0.029224444627762","0.000","0.009","0.000252","7.352374","0.000000","2.303400","3.071800","0.000","0.962350","2.3935","517840.4894","4746676.4850"
"7437","0.2340479530","114.201","0.029158250093460","0.000","0.007","0.000262","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516265.8393","4746623.5980"
"7439","0.1846312230","114.201","0.024815188437703","0.000","0.005","0.000237","8.662673","0.000000","1.599400","3.071800","0.000","0.567150","2.8201","523240.7658","4746710.4680"
"7440","0.1052553370","114.201","0.024525008057297","0.000","0.003","0.000250","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","533163.2473","4746673.2820"
"7442","1.1546690450","114.201","0.024858487844467","0.000","0.029","0.000220","64.796489","0.000000","74.818500","3.071800","0.000","3.546910","21.0940","533860.8845","4746664.9840"
"7443","1.1319869410","114.201","0.030563172272273","0.000","0.035","0.000271","0.000000","1.283400","1.451636","0.000000","10.202","11.539000","0.1258","512427.5560","4746596.7060"
"7445","2.0636819390","114.201","0.025082401169671","0.000","0.052","0.000221","9.506891","0.000000","19.619200","3.071800","0.000","6.339220","3.0949","522356.7944","4746592.0130"
"7446","0.2450159800","114.201","0.027261250771974","0.000","0.007","0.000250","7.691743","0.000000","1.884600","3.071800","0.000","0.752640","2.5040","520209.2807","4746684.3930"
"7448","0.1759745870","114.201","0.029218259026121","0.000","0.005","0.000249","0.396648","0.000000","0.069800","3.071800","0.000","0.540560","0.1291","516033.7611","4746671.4890"
"7449","2.2520603120","114.201","0.027471565604210","0.000","0.062","0.000241","7.934423","0.000000","17.868800","3.071800","0.000","6.917880","2.5830","520097.8743","4746614.2170"
"7450","0.1020517440","114.201","0.024824781526973","0.000","0.003","0.000257","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","523315.2035","4746686.3220"
"7451","0.2015857720","114.201","0.025809582600096","0.000","0.005","0.000217","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","521268.3882","4746663.9130"
"7454","0.3594144080","114.201","0.025060258557220","0.000","0.009","0.000219","6.567349","0.000000","2.360400","3.071800","0.000","1.104050","2.1379","522456.9067","4746680.2730"
"7456","0.6119851350","114.201","0.024854034185410","0.000","0.015","0.000215","7.721429","0.000000","4.725400","3.071800","0.000","1.879900","2.5136","523254.3799","4746662.2050"
"7459","0.1537620970","114.201","0.029179074930692","0.000","0.005","0.000285","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516280.6013","4746688.6670"
"7462","0.4129000660","114.201","0.029154882977758","0.000","0.012","0.000254","7.500120","0.000000","3.096800","3.071800","0.000","1.268350","2.4416","516408.3389","4746654.5860"
"7463","5.1675234990","114.201","0.029185206360287","0.693","3.731","0.006322","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","517483.9975","4746528.7060"
"7464","0.1582432730","114.201","0.029227065083529","0.000","0.005","0.000277","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516990.7881","4746665.5440"
"7466","0.1267974140","114.201","0.030476934219880","0.000","0.004","0.000276","0.000000","0.998204","0.126469","0.000000","7.932","1.005000","0.1258","513158.3984","4746679.3060"
"7467","0.1247608150","114.201","0.030500335292276","19.718","2.464","0.172937","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","513921.9040","4746674.2410"
"7469","0.2450899680","114.201","0.024516962342764","0.000","0.006","0.000214","24.751727","0.000000","6.066400","3.071800","0.000","0.752870","8.0577","532851.6757","4746671.9730"
"7470","2.4600052220","114.201","0.024464947283268","0.000","0.060","0.000214","23.320438","0.000000","57.368400","3.071800","0.000","7.556640","7.5918","533343.4989","4746604.4280"
"7473","3.0724747920","114.201","0.024878986875216","0.000","0.076","0.000217","8.155706","0.000000","25.058200","3.071800","0.000","9.438030","2.6550","523314.2234","4746544.3070"
"7474","1.1216696610","114.201","0.027142716646194","0.000","0.030","0.000234","8.089726","0.000000","9.074000","3.071800","0.000","3.445540","2.6335","520347.8618","4746626.7390"
"7476","0.7584322290","114.201","0.027216756343842","0.000","0.021","0.000242","8.190844","0.000000","6.212200","3.071800","0.000","2.329750","2.6665","520235.5591","4746639.9380"
"7477","0.8082978430","114.201","0.025210785071055","0.000","0.020","0.000217","0.086354","0.000000","0.069800","3.071800","0.000","2.482930","0.0281","521850.5443","4746628.2370"
"7480","0.3212747590","114.201","0.024847067594528","0.000","0.008","0.000218","7.150889","0.000000","2.297400","3.071800","0.000","0.986890","2.3279","523418.5864","4746671.6440"
"7482","2.4825526190","114.201","0.028531570633252","0.000","0.071","0.000250","5.259546","0.000000","13.057100","3.071800","0.000","7.625910","1.7122","519346.7913","4746591.6990"
"7484","4.5636990880","114.201","0.029117528513858","0.000","0.133","0.000255","8.036595","0.000000","36.676600","3.071800","0.000","14.018770","2.6162","517935.8750","4746607.1400"
"7486","0.1012559470","114.201","0.024938785350265","0.000","0.003","0.000259","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","523033.3801","4746664.7960"
"7488","0.5642672830","114.201","0.029046180248260","0.000","0.016","0.000248","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","518362.0537","4746646.9450"
"7489","1.1249862250","114.201","0.024662425994873","0.000","0.028","0.000218","36.455380","0.000000","41.011800","3.071800","0.000","3.455730","11.8678","533665.9022","4746615.7840"
"7493","3.1507548850","114.201","0.024909779429436","0.000","0.079","0.000220","6.752477","0.000000","21.275400","3.071800","0.000","9.678490","2.1982","523090.5723","4746612.4590"
"7498","0.2478133160","114.201","0.030582596084476","0.000","0.008","0.000283","0.000000","2.851999","0.706200","0.000000","22.668","5.613000","0.1258","512295.1286","4746615.3980"
"7499","1.2886899640","114.201","0.024415246248245","0.000","0.032","0.000217","11.875083","0.000000","15.303300","3.071800","0.000","3.958600","3.8658","533204.5811","4746608.7030"
"7502","4.3953903670","114.201","0.024483818875419","0.000","0.108","0.000215","11.537383","0.000000","50.711300","3.071800","0.000","13.501760","3.7559","532079.1153","4746511.7990"
"7505","6.9949318000","114.201","0.029053298769326","0.114","1.003","0.001256","8.475851","0.000000","59.288000","3.071800","0.000","21.487030","2.7592","516956.5406","4746516.4510"
"7506","2.8246662850","114.201","0.029107977814145","0.000","0.082","0.000254","7.605571","0.000000","21.483200","3.071800","0.000","8.676810","2.4759","516526.0303","4746532.2270"
"7507","0.1782651970","114.201","0.030471510096974","9.088","1.625","0.079821","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","513897.1911","4746631.6190"
"7508","0.1014143900","114.201","0.024926762753391","0.000","0.003","0.000259","6.194387","0.000000","0.628200","3.071800","0.000","0.311520","2.0166","524299.7444","4746655.5910"
"7511","2.0439323410","114.201","0.025769028186798","0.000","0.053","0.000227","0.000000","0.000000","0.000000","3.071800","0.000","6.278550","0.0000","521018.2031","4746436.9350"
"7513","0.1083596830","114.201","0.029280926623618","0.000","0.003","0.000242","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","515812.2429","4746640.7440"
"7519","1.9674111550","114.201","0.029173660618918","0.000","0.057","0.000254","7.685633","0.000000","15.120800","3.071800","0.000","6.043490","2.5020","518681.6962","4746591.4170"
"7520","0.3123822510","114.201","0.025059782266617","0.000","0.008","0.000224","5.586105","0.000000","1.745000","3.071800","0.000","0.959580","1.8185","522489.0694","4746634.7940"
"7522","1.8643258760","114.201","0.024948530537742","4.731","8.867","0.041647","6.534909","0.000000","12.183200","3.071800","0.000","5.726840","2.1274","524235.1724","4746570.9690"
"7524","2.4726026250","114.201","0.029938195185228","3.976","9.904","0.035074","0.000000","0.713000","1.761570","0.000000","5.667","14.002000","0.1258","515186.0257","4746528.3490"
"7525","1.0260795760","114.201","0.029129782319069","0.000","0.030","0.000256","7.861963","0.000000","8.067000","3.071800","0.000","3.151910","2.5594","516652.8442","4746579.0140"
"7526","0.1293615540","114.201","0.030369141550155","57.436","7.434","0.503215","0.000000","0.712998","0.092161","0.000000","5.671","0.733000","0.1257","514672.0313","4746647.2080"
"7530","4.3398433090","114.201","0.024924804369609","0.000","0.108","0.000218","7.765165","0.000000","33.699600","3.071800","0.000","13.331130","2.5279","523498.0909","4746347.5830"
"7533","0.2117203370","114.201","0.029136192300392","0.000","0.006","0.000248","6.536925","0.000000","1.384000","3.071800","0.000","0.650360","2.1281","516555.5940","4746618.7190"
"7537","0.1652299110","114.201","0.025060352066515","0.000","0.004","0.000212","0.662108","0.000000","0.109400","3.071800","0.000","0.507550","0.2155","522447.1938","4746621.5980"
"7540","0.4474670650","114.201","0.027974243164063","0.000","0.013","0.000254","7.019511","0.000000","3.141000","3.071800","0.000","1.374530","2.2851","519665.5004","4746626.6840"
"7541","2.4385408970","114.201","0.024882662729783","0.000","0.061","0.000219","18.596284","0.000000","45.347800","3.071800","0.000","7.490710","6.0539","523877.6595","4746484.2280"
"7544","3.7306643420","114.201","0.024904630780220","0.000","0.093","0.000218","7.991713","0.000000","29.814400","3.071800","0.000","11.459850","2.6016","523442.7394","4746462.3180"
"7546","0.2224438750","114.201","0.025060494505280","0.000","0.006","0.000236","6.808909","0.000000","1.514600","3.071800","0.000","0.683300","2.2166","522564.1379","4746615.3200"
"7548","0.7902613300","114.201","0.030398721694946","0.000","0.024","0.000266","0.000000","0.998200","0.788211","0.000000","7.934","6.265000","0.1258","513650.9742","4746546.5160"
"7551","0.4819568370","114.201","0.025196725527445","0.000","0.012","0.000218","7.241312","0.000000","3.490000","3.071800","0.000","1.480480","2.3573","521924.2207","4746595.8810"
"7552","0.1449125530","114.201","0.029140999541463","0.000","0.004","0.000242","7.857152","0.000000","1.138600","3.071800","0.000","0.445140","2.5578","516348.5859","4746603.4760"
"7553","0.1122285860","114.201","0.030277120739636","70.392","7.903","0.616603","0.000000","0.998205","0.111938","0.000000","7.937","0.890000","0.1258","514840.0628","4746609.0000"
"7554","0.1292882730","114.201","0.030419534722428","0.000","0.004","0.000271","0.000000","0.998200","0.128953","0.000000","7.934","1.025000","0.1258","513051.0240","4746608.7370"
"7555","4.2938894800","114.201","0.024889673906214","0.000","0.107","0.000218","7.581844","0.000000","32.555600","3.071800","0.000","13.189970","2.4682","523624.6676","4746453.5800"
"7556","0.1154981260","114.201","0.024879222452841","0.000","0.003","0.000227","22.725910","0.000000","2.624800","3.071800","0.000","0.354790","7.3982","523818.4392","4746581.1230"
"7557","0.1582670500","114.201","0.027945333702531","0.000","0.004","0.000221","7.478499","0.000000","1.183600","3.071800","0.000","0.486160","2.4346","519784.8950","4746599.6540"
"7558","3.5541214070","114.201","0.024432865232229","0.000","0.087","0.000214","11.928912","0.000000","42.396800","3.071800","0.000","10.917550","3.8834","532410.5897","4746534.3550"
"7559","2.2451883700","114.201","0.024817979070875","0.000","0.056","0.000218","7.051791","0.000000","15.832600","3.071800","0.000","6.896770","2.2957","524046.3315","4746545.7130"
"7560","1.7045689870","114.201","0.024703822135925","0.000","0.042","0.000216","79.270948","0.000000","135.122800","3.071800","0.000","5.236100","25.8060","533813.2029","4746535.7790"
"7561","2.6377910800","114.201","0.024912817911668","0.000","0.066","0.000219","22.486087","0.000000","59.313600","3.071800","0.000","8.102770","7.3202","523809.1280","4746521.4900"
"7566","0.6816003830","114.201","0.029108698368073","0.000","0.020","0.000257","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516614.7683","4746508.0100"
"7569","1.3964244510","114.201","0.028923814296722","0.000","0.040","0.000251","5.315003","0.000000","7.422000","3.071800","0.000","4.289540","1.7303","518994.1926","4746548.8890"
"7570","1.9043898090","114.201","0.025029592116674","0.000","0.048","0.000221","6.360778","0.000000","12.113400","3.071800","0.000","5.849900","2.0707","522866.5266","4746490.1340"
"7571","0.5092861020","114.201","0.025065282583237","0.000","0.013","0.000224","5.881566","0.000000","2.995400","3.071800","0.000","1.564430","1.9147","522708.8603","4746581.6350"
"7572","0.1081223420","114.201","0.025064007569643","0.000","0.003","0.000243","4.491209","0.000000","0.485600","3.071800","0.000","0.332130","1.4621","522671.6589","4746587.1390"
"7575","1.8856963630","114.201","0.027580190300941","0.000","0.052","0.000241","8.126547","0.000000","15.324200","3.071800","0.000","5.792480","2.6455","520018.9910","4746546.0510"
"7576","3.2579696220","114.201","0.024445366859436","0.000","0.080","0.000215","8.356125","0.000000","27.224000","3.071800","0.000","10.007830","2.7203","533474.2893","4746501.4580"
"7577","1.8757575880","114.201","0.028964783880446","0.000","0.054","0.000252","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","517616.0227","4746471.7980"
"7580","0.2964452810","114.201","0.027269204177534","0.000","0.008","0.000236","7.534611","0.000000","2.233600","3.071800","0.000","0.910620","2.4528","520295.3252","4746576.0310"
"7583","4.5022375830","114.201","0.025153521829181","0.000","0.113","0.000220","33.065736","0.000000","148.869800","3.071800","0.000","13.829970","10.7643","522120.0757","4746512.8790"
"7587","2.1872045630","114.201","0.025068887472153","0.000","0.055","0.000220","8.261047","0.000000","18.068600","3.071800","0.000","6.718650","2.6893","522539.3646","4746489.8040"
"7588","2.5579664620","114.201","0.027866611745622","0.000","0.071","0.000243","3.598483","0.000000","9.204800","3.071800","0.000","7.857560","1.1715","519615.0518","4746515.7650"
"7590","0.4055516540","114.201","0.029310103654861","0.000","0.012","0.000259","7.228672","0.000000","2.931600","3.071800","0.000","1.245770","2.3532","515662.2649","4746573.3950"
"7595","0.1292493200","114.201","0.024376239064794","0.000","0.003","0.000203","7.996947","0.000000","1.033600","3.071800","0.000","0.397030","2.6033","533086.4900","4746586.4900"
"7598","4.5036060050","114.201","0.028868385553360","0.000","0.130","0.000253","21.429272","0.000000","96.509000","3.071800","0.000","13.834180","6.9761","518341.1461","4746494.7420"
"7599","11.0488182500","114.201","0.028687024892763","0.000","0.317","0.000251","7.979460","0.000000","88.163600","3.071800","0.000","33.939760","2.5976","517962.1634","4746444.8380"
"7600","2.1772478250","114.201","0.028546501227788","0.000","0.062","0.000249","9.725305","0.000000","21.174400","3.071800","0.000","6.688070","3.1660","519215.2915","4746499.1030"
"7601","1.4250310840","114.201","0.027299996018410","0.000","0.039","0.000240","8.057789","0.000000","11.482600","3.071800","0.000","4.377410","2.6231","520225.1594","4746513.4880"
"7602","0.4757457080","114.201","0.025017020702362","0.000","0.012","0.000221","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","523027.2906","4746509.6070"
"7603","0.1673531060","114.201","0.029116817565188","0.000","0.005","0.000262","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","516246.4309","4746521.9120"
"7604","0.8180508910","114.201","0.024984214305878","2.286","1.890","0.020231","0.000000","0.000000","0.000000","3.071800","0.000","2.512890","0.0000","524274.8014","4746483.8580"
"7605","0.9948755760","114.201","0.024745677471161","0.000","0.025","0.000220","8.387179","0.000000","8.344200","3.071800","0.000","3.056060","2.7304","533933.3439","4746531.7650"
"7610","2.3931414480","114.201","0.029106024980545","0.000","0.070","0.000256","7.480043","0.000000","17.900800","3.071800","0.000","7.351250","2.4351","516314.6855","4746493.9690"
"7611","2.1874990220","114.201","0.029108920335770","0.000","0.064","0.000256","4.287453","0.000000","9.378800","3.071800","0.000","6.719560","1.3957","516127.0423","4746466.2020"
"7613","0.7624785130","114.201","0.027136383851369","0.000","0.021","0.000241","7.140398","0.000000","5.444400","3.071800","0.000","2.342180","2.3245","520380.2989","4746522.8570"
"7614","0.2470444610","114.201","0.029193726878232","0.000","0.007","0.000248","15.191597","0.000000","3.753000","3.071800","0.000","0.758870","4.9455","515906.5196","4746539.1950"
"7615","2.3824632850","114.201","0.025103794336319","0.000","0.060","0.000221","8.608821","0.000000","20.510200","3.071800","0.000","7.318450","2.8025","522376.2370","4746452.4260"
"7617","0.7279853630","114.201","0.025065613985062","0.000","0.018","0.000217","7.766365","0.000000","5.653800","3.071800","0.000","2.236230","2.5283","522623.1788","4746512.1810"
"7618","0.2310373360","114.201","0.025093276500702","0.000","0.006","0.000227","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","522380.0215","4746336.6680"
"7620","0.4594087100","114.201","0.029116992155711","0.000","0.013","0.000248","5.273735","0.000000","2.422800","3.071800","0.000","1.411210","1.7168","516709.9952","4746516.1510"
"7623","0.7533565240","114.201","0.030397295951843","0.000","0.023","0.000267","0.000000","0.713000","0.536716","0.000000","5.667","4.266000","0.1258","512893.9768","4746518.3590"
"7624","0.2092471270","114.201","0.025066122812270","0.000","0.005","0.000209","6.990777","0.000000","1.462800","3.071800","0.000","0.642770","2.2758","522718.7058","4746554.4300"
"7626","4.6905786040","114.201","0.027417774995168","0.139","0.779","0.001454","19.635808","0.000000","92.103300","3.071800","0.000","14.408520","6.3923","519748.8784","4746357.7320"
"7627","9.3880893410","114.201","0.025150369782197","0.000","0.236","0.000220","6.095724","0.000000","57.227200","3.071800","0.000","28.838330","1.9844","523000.3296","4746378.3840"
"7631","1.8671150620","114.201","0.029425837516785","0.000","0.055","0.000258","0.000000","0.713000","1.330193","0.000000","5.667","10.573000","0.1258","515558.0279","4746465.8950"
"7632","0.3669389790","114.201","0.030393163660147","0.000","0.011","0.000262","0.000000","0.998199","0.365987","0.000000","7.934","2.909000","0.1258","513857.8286","4746521.6080"
"7633","0.4445941140","114.201","0.030377225875854","0.000","0.014","0.000276","0.000000","1.283401","0.570138","0.000000","10.202","4.532000","0.1258","513101.1464","4746525.3850"
"7634","1.9148679910","114.201","0.024333921372890","5.186","9.977","0.045624","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","533028.4114","4746484.7900"
"7637","1.4224016150","114.201","0.024444867202214","0.000","0.035","0.000215","8.033034","0.000000","11.426200","3.071800","0.000","4.369330","2.6151","533581.8549","4746466.9410"
"7640","0.2383210260","114.201","0.024635008086292","0.000","0.006","0.000220","33.613484","0.000000","8.010800","3.071800","0.000","0.732070","10.9427","533989.6990","4746506.1410"
"7641","3.6993068300","114.201","0.029233352025350","0.000","0.108","0.000256","7.393385","0.000000","27.350400","3.071800","0.000","11.363530","2.4069","515736.5089","4746450.6490"
"7644","0.4235149950","114.201","0.030359122979650","0.000","0.013","0.000269","0.000000","0.713000","0.301726","0.000000","5.667","2.398000","0.1258","513418.4497","4746493.7310"
"7646","1.0931512880","114.201","0.028649154901505","0.000","0.031","0.000248","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","517665.5938","4746400.9430"
"7657","0.5921890640","114.201","0.028732839822769","0.000","0.017","0.000251","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","517685.0544","4746372.4490"
"7658","0.1782738440","114.201","0.029122322420070","0.000","0.005","0.000246","6.997100","0.000000","1.247400","3.071800","0.000","0.547620","2.2779","516746.0931","4746491.2620"
"7659","1.9521178890","114.201","0.029149065613747","0.000","0.057","0.000256","0.915826","0.000000","1.787800","3.071800","0.000","5.996520","0.2981","515939.8603","4746436.2450"
"7661","2.1405465030","114.201","0.027554199960497","0.000","0.059","0.000241","27.555580","0.000000","58.984000","3.071800","0.000","6.575330","8.9705","519930.9859","4746454.9350"
"7662","0.6962287470","114.201","0.030184917449951","12.352","8.621","0.108427","0.000000","0.713000","0.496016","0.000000","5.668","3.943000","0.1258","514684.2920","4746430.1050"
"7664","3.4081285520","114.201","0.024280557155609","0.000","0.083","0.000213","9.264557","0.000000","31.574800","3.071800","0.000","10.469090","3.0160","532629.5387","4746409.0010"
"7665","0.2232151600","114.201","0.027103858241180","0.000","0.006","0.000235","6.812261","0.000000","1.520600","3.071800","0.000","0.685670","2.2177","520332.0146","4746485.8590"
"7668","6.2015455710","114.201","0.025305841922760","0.000","0.157","0.000222","19.923291","0.000000","123.555200","3.071800","0.000","19.049910","6.4859","522035.1252","4746389.9720"
"7669","1.4225660370","114.201","0.030079706192017","14.024","19.993","0.123066","0.000000","0.713000","1.013483","0.000000","5.668","8.056000","0.1258","514952.8437","4746398.4660"
"7670","0.2205212840","114.201","0.029053964614868","3.628","0.806","0.032004","10.525061","0.000000","2.321000","3.071800","0.000","0.677400","3.4263","517256.8058","4746474.2570"
"7673","2.3413234110","114.201","0.024276430077023","0.000","0.057","0.000213","7.944994","0.000000","18.601800","3.071800","0.000","7.192080","2.5864","532492.6717","4746407.0440"
"7674","0.5520380510","114.201","0.024565920035044","0.000","0.014","0.000222","15.803621","0.000000","8.724200","3.071800","0.000","1.695750","5.1447","534005.7738","4746422.3730"
"7675","0.1218257860","114.201","0.028021574716314","0.000","0.003","0.000216","8.347986","0.000000","1.017000","3.071800","0.000","0.374220","2.7177","519446.5743","4746500.0180"
"7677","0.1164592890","114.201","0.026825726159134","0.000","0.003","0.000226","7.166453","0.000000","0.834600","3.071800","0.000","0.357740","2.3330","520481.5316","4746489.9810"
"7678","0.1109660020","114.201","0.029125036059861","0.000","0.003","0.000237","1.832994","0.000000","0.203400","3.071800","0.000","0.340870","0.5967","515993.6173","4746457.7260"
"7680","0.2042818630","114.201","0.025178789796403","0.000","0.005","0.000214","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","522434.3226","4746354.7160"
"7682","0.7770614520","114.201","0.025071233113607","0.000","0.020","0.000225","9.997922","0.000000","7.769000","3.071800","0.000","2.386980","3.2547","522670.8999","4746446.5240"
"7683","0.3099190110","114.201","0.024363338962468","0.000","0.008","0.000226","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","532836.8932","4746468.2170"
"7686","0.5073023690","114.201","0.027247092723846","0.000","0.014","0.000242","6.749426","0.000000","3.424000","3.071800","0.000","1.558330","2.1972","520288.9489","4746456.0090"
"7688","0.3943036130","114.201","0.024280406399463","0.000","0.010","0.000222","30.690056","0.000000","12.101200","3.071800","0.000","1.211220","9.9909","533155.5190","4746459.5590"
"7691","16.3052241300","114.201","0.028681989908218","0.000","0.468","0.000251","22.221001","0.000000","362.318400","3.071800","0.000","50.086390","7.2339","517190.1854","4746284.6290"
"7693","0.2773248180","114.201","0.024377919298008","0.000","0.007","0.000221","72.835169","0.000000","20.199000","3.071800","0.000","0.851890","23.7108","533801.9004","4746459.0480"
"7695","0.3916429680","114.201","0.030461338559372","0.000","0.012","0.000268","0.000000","0.712999","0.279019","0.000000","5.668","2.218000","0.1258","512379.5268","4746455.7900"
"7696","0.5542049720","114.201","0.028693059682846","0.000","0.016","0.000253","10.853746","0.000000","6.015200","3.071800","0.000","1.702410","3.5333","518949.4607","4746457.6240"
"7697","1.3948459790","114.201","0.024460386037827","0.000","0.034","0.000213","13.374380","0.000000","18.655200","3.071800","0.000","4.284690","4.3539","533909.6164","4746433.2380"
"7698","1.7120943920","114.201","0.028156331607274","0.000","0.048","0.000245","9.300889","0.000000","15.924000","3.071800","0.000","5.259210","3.0278","519378.3049","4746442.6400"
"7700","2.4572628310","114.201","0.025148792564869","0.000","0.062","0.000221","9.428865","0.000000","23.169200","3.071800","0.000","7.548220","3.0695","522489.9105","4746363.7170"
"7703","1.0653359310","114.201","0.024284078121185","0.000","0.026","0.000214","18.172859","0.000000","19.360200","3.071800","0.000","3.272500","5.9160","532398.5701","4746404.5820"
"7704","0.4392097240","114.201","0.024294426441193","0.000","0.011","0.000219","18.351597","0.000000","8.060200","3.071800","0.000","1.349160","5.9742","533244.2076","4746459.4470"
"7708","0.6406767410","114.201","0.029953095339270","13.735","8.819","0.120534","0.000000","0.998199","0.639015","0.000000","7.934","5.079000","0.1258","515067.9065","4746413.2340"
"7709","3.6267218200","114.201","0.024366213934762","0.000","0.088","0.000212","10.967701","0.000000","39.776800","3.071800","0.000","11.140560","3.5704","532231.4758","4746395.4340"
"7714","2.2115702790","114.201","0.024892560839653","0.000","0.055","0.000218","6.871859","0.000000","15.197600","3.071800","0.000","6.793500","2.2371","523279.3643","4746395.9600"
"7715","0.3979484450","114.201","0.027258604492269","0.000","0.011","0.000242","0.000000","0.000000","0.000000","0.000000","0.000","0.000000","0.0000","519929.0251","4746280.5480"
"7716","0.2173817930","114.201","0.029090132914224","0.000","0.006","0.000242","7.081550","0.000000","1.539400","3.071800","0.000","0.667750","2.3054","516666.2944","4746443.6180"
"7717","2.8093960910","114.201","0.027660737471147","0.000","0.078","0.000243","28.835521","0.000000","81.010400","3.071800","0.000","8.629900","9.3872","519577.6097","4746380.3040"
"7718","1.8053135760","114.201","0.027280736565590","0.000","0.049","0.000238","9.126171","0.000000","16.475600","3.071800","0.000","5.545560","2.9710","520139.3578","4746406.6360"
"7720","0.4774239620","114.201","0.029108711481094","0.000","0.014","0.000257","22.859766","0.000000","10.913800","3.071800","0.000","1.466550","7.4418","516770.6386","4746410.0070"
"7723","0.1823336470","114.201","0.026573209952995","0.000","0.005","0.000240","0.000000","0.000000","0.000000","3.071800","0.000","0.560090","0.0000","520575.6301","4746422.6380"
"7725","1.2107794770","114.201","0.030207999944687","0.000","0.037","0.000268","0.000000","2.139000","2.587797","0.000000","17.003","20.570000","0.1258","513722.1648","4746319.2730"
"7727","0.1628218000","114.201","0.029392893765782","0.000","0.005","0.000269","0.000000","0.713000","0.116003","0.000000","5.667","0.922000","0.1258","515532.1642","4746418.2840"
"7728","5.3076638990","114.201","0.028735222708095","0.000","0.153","0.000252","7.969533","0.000000","42.299600","3.071800","0.000","16.304080","2.5944","516702.6920","4746228.2970"
"7731","1.9596338350","114.201","0.028454043600294","0.000","0.056","0.000250","8.571091","0.000000","16.796200","3.071800","0.000","6.019600","2.7903","518967.8706","4746381.1660"
"7733","2.3769024730","114.201","0.027272736787796","0.000","0.065","0.000239","4.394964","0.000000","10.446400","3.071800","0.000","7.301370","1.4307","519995.0737","4746302.0390"
